Date,Open,High,Low,Close,Volume,GoogleTrends,RSI,MACD_Hist,SMA_20,Price_Change_Pct,NextDayPriceIncrease
2018-01-01,14112.2001953125,14112.2001953125,13154.7001953125,13657.2001953125,10291200000.0,45.0,50.55785473995015,0.0,14180.569970703124,9.70110560814097,1
2018-01-02,13625.0,15444.599609375,13163.599609375,14982.099609375,16846600192.0,48.5,50.55785473995015,84.55198539886041,14180.569970703124,9.70110560814097,1
2018-01-03,14978.2001953125,15572.7998046875,14844.5,15201.0,16871900160.0,50.0,50.55785473995015,146.89217747319316,14180.569970703124,1.4610795304552893,1
2018-01-04,15270.7001953125,15739.7001953125,14522.2001953125,15599.2001953125,21783199744.0,50.5,50.55785473995015,203.15016959726464,14180.569970703124,2.619565787201505,1
2018-01-05,15477.2001953125,17705.19921875,15202.7998046875,17429.5,23840899072.0,50.4,50.55785473995015,343.57705081017406,14180.569970703124,11.733292616101544,1
2018-01-06,17462.099609375,17712.400390625,16764.599609375,17527.0,18314600448.0,49.66666666666666,50.55785473995015,418.0316349278641,14180.569970703124,0.5593964256002781,0
2018-01-07,17527.30078125,17579.599609375,16087.7001953125,16477.599609375,15866000384.0,48.85714285714285,50.55785473995015,373.0877467758781,14180.569970703124,-5.987336056512804,0
2018-01-08,16476.19921875,16537.900390625,14208.2001953125,15170.099609375,18413899776.0,49.71428571428572,50.55785473995015,238.3415856758786,14180.569970703124,-7.935014996092593,0
2018-01-09,15123.7001953125,15497.5,14424.0,14595.400390625,16659999744.0,49.285714285714285,50.55785473995015,100.59512129136726,14180.569970703124,-3.788368129071751,1
2018-01-10,14588.5,14973.2998046875,13691.2001953125,14973.2998046875,18500800512.0,48.85714285714285,50.55785473995015,28.752364884205804,14180.569970703124,2.5891678470515656,0
2018-01-11,14968.2001953125,15018.7998046875,13105.900390625,13405.7998046875,16534099968.0,49.42857142857143,50.55785473995015,-122.23348637765548,14180.569970703124,-10.468634305373904,1
2018-01-12,13453.900390625,14229.900390625,13158.099609375,13980.599609375,12065699840.0,48.71428571428572,50.55785473995015,-177.9146048495237,14180.569970703124,4.287694975770973,1
2018-01-13,13952.400390625,14659.5,13952.400390625,14360.2001953125,12763599872.0,47.71428571428572,50.55785473995015,-182.99332167592337,14180.569970703124,2.715195317395036,0
2018-01-14,14370.7998046875,14511.7998046875,13268.0,13772.0,11084099584.0,46.85714285714285,50.55785473995015,-217.4349048585891,14180.569970703124,-4.096044534981502,1
2018-01-15,13767.2998046875,14445.5,13641.7001953125,13819.7998046875,12750799872.0,45.142857142857146,50.78647806787002,-227.3914667988931,14180.569970703124,0.3470796157965417,0
2018-01-16,13836.099609375,13843.099609375,10194.900390625,11490.5,18853799936.0,48.285714285714285,34.60711129985212,-372.66202493161927,14180.569970703124,-16.85480135462911,0
2018-01-17,11431.099609375,11678.0,9402.2900390625,11188.599609375,18830600192.0,55.42857142857143,32.43964546760819,-464.89618533712274,14180.569970703124,-2.627391241677912,1
2018-01-18,11198.7998046875,12107.2998046875,10942.5,11474.900390625,15020399616.0,57.42857142857143,31.771373175802736,-480.4558749457041,14180.569970703124,2.558861620270214,1
2018-01-19,11429.7998046875,11992.7998046875,11172.099609375,11607.400390625,10740400128.0,58.142857142857146,19.72355732851985,-455.86197747714135,14180.569970703124,1.154694119247024,1
2018-01-20,11656.2001953125,13103.0,11656.2001953125,12899.2001953125,11801700352.0,58.71428571428572,28.593236682329263,-332.36703542016903,14180.569970703124,11.129105236439107,0
2018-01-21,12889.2001953125,12895.900390625,11288.2001953125,11600.099609375,9935179776.0,59.0,27.94762667301525,-317.94432198445827,14077.71494140625,-10.071171594108495,0
2018-01-22,11633.099609375,11966.400390625,10240.2001953125,10931.400390625,10537400320.0,59.85714285714285,29.660946739240245,-331.6866288943495,13875.17998046875,-5.764598936801968,0
2018-01-23,10944.5,11377.599609375,10129.7001953125,10868.400390625,9660609536.0,56.0,31.19272610578816,-322.9515404360792,13658.55,-0.5763214020962026,1
2018-01-24,10903.400390625,11501.400390625,10639.7998046875,11359.400390625,9940989952.0,47.57142857142857,31.969270758370413,-264.4949061495661,13446.560009765624,4.517684133384825,0
2018-01-25,11421.7001953125,11785.7001953125,11057.400390625,11259.400390625,8873169920.0,43.0,37.45382763023105,-215.05156549193907,13138.055029296876,-0.8803281560753051,0
2018-01-26,11256.0,11656.7001953125,10470.2998046875,11171.400390625,9746199552.0,41.57142857142857,32.58876183388223,-172.59352629887803,12820.275048828124,-0.7815691506385392,1
2018-01-27,11174.900390625,11614.900390625,10989.2001953125,11440.7001953125,7583269888.0,40.0,31.65428837440379,-113.5440449329334,12568.430078125,2.4106181433931617,1
2018-01-28,11475.2998046875,12040.2998046875,11475.2998046875,11786.2998046875,8350360064.0,38.71428571428572,37.129744464261584,-42.06277529961426,12399.240087890625,3.020790716258781,0
2018-01-29,11755.5,11875.599609375,11179.2001953125,11296.400390625,7107359744.0,36.85714285714285,34.53116819100416,-19.76039411983288,12234.290087890626,-4.156515803778071,0
2018-01-30,11306.7998046875,11307.2001953125,10036.2001953125,10106.2998046875,8637859840.0,35.857142857142854,40.13709060034266,-74.0916801998527,11990.940087890624,-10.535219581320588,1
2018-01-31,10108.2001953125,10381.599609375,9777.419921875,10221.099609375,8041160192.0,35.42857142857143,42.91738001396049,-90.1627641121354,11831.705078125,1.1359232053877344,0
